scenario,instance,objective,configuration,retail_y_coefficient,retail_v_coefficient,rolled_leftover_coefficient,period,period_number,new_coils_used_count,new_coils_weight,new_coils_value,new_strip_produced_weight,new_strip_produced_value,new_strip_retail_weight,new_strip_retail_value,new_strip_scrap_weight,new_strip_scrap_value,new_strip_loss_weight,new_strip_loss_value,new_lateral_leftover_weight,new_lateral_leftover_value,new_lateral_retail_weight,new_lateral_retail_value,new_lateral_scrap_weight,new_lateral_scrap_value,new_edge_trim_weight,new_edge_trim_value,new_rolled_leftover_weight,new_rolled_leftover_value,new_partially_used_count,processed_coils_total_count,processed_coils_used_count,processed_coils_weight,processed_coils_value,processed_strip_produced_weight,processed_strip_produced_value,processed_scrap_weight,processed_scrap_value,total_strip_produced_weight,total_strip_produced_value,retails_generated_count,retails_generated_weight,retails_generated_value,retails_file_exists,reusable_generated_weight,reusable_generated_value,total_scrap_weight,total_scrap_value,total_loss_weight,total_loss_value,new_production_rate,new_reusable_rate,new_scrap_rate,processed_recovery_rate,processed_discard_rate,reuse_dependency_rate
WL-y4-v4-r2,bz_nbr7008_095,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_2,4,4,2,period_5,5,6,62288.01,337130.74,60213.88,325904.61,341.49,1848.3,0.0,0.0,43.56,235.77,1066.19,5770.7,0.0,0.0,1066.19,5770.7,622.87,3371.25,0.0,0.0,0,4,4,295.31,1598.35,286.38,1550.02,8.93,48.33,60500.26,327454.63,4,341.49,1848.3,True,341.49,1848.3,1741.55,9426.05,1741.55,9426.05,96.67,0.55,2.78,96.98,3.02,0.47
WL-y4-v4-r4,bf_qcv_045,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_1,1,39,311567.28,1613755.03,304651.68,1577733.52,20.81,100.3,7.31,36.28,134.27,691.33,3565.45,18611.85,0.0,0.0,3565.45,18611.85,3187.77,16581.81,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,304651.68,1577733.52,1,20.81,100.3,True,20.81,100.3,6894.8,35921.27,6894.8,35921.27,97.78,0.01,2.21,0.0,0.0,0.0
WL-y4-v4-r4,bf_qcv_045,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_2,2,35,279680.92,1444298.92,273752.22,1413427.67,8.19,43.43,3.32,17.29,121.76,624.99,2961.65,15483.78,0.0,0.0,2961.65,15483.78,2833.8,14701.91,0.0,0.0,0,1,1,20.81,100.3,18.27,88.06,2.54,12.24,273770.49,1413515.72,1,8.19,43.43,True,8.19,43.43,5923.07,30840.21,5923.07,30840.21,97.88,0.0,2.12,87.79,12.21,0.01
WL-y4-v4-r4,bf_qcv_045,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_3,3,45,347789.89,1802390.68,340425.57,1763962.12,12.75,61.45,2.96,14.92,154.15,794.62,3615.15,18928.18,0.0,0.0,3615.15,18928.18,3579.24,18629.02,0.0,0.0,0,1,1,8.19,43.43,6.65,35.26,1.54,8.17,340432.22,1763997.39,2,12.75,61.45,True,12.75,61.45,7353.04,38374.91,7353.04,38374.91,97.88,0.0,2.11,81.2,18.8,0.0
WL-y4-v4-r4,bf_qcv_045,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_4,4,29,236324.43,1226565.0,230653.76,1196987.78,35.82,180.89,3.08,15.97,99.85,514.93,3115.63,16276.06,0.0,0.0,3115.63,16276.06,2416.34,12589.64,0.0,0.0,0,2,1,12.75,61.45,10.21,49.21,2.54,12.24,230663.97,1197036.99,3,35.82,180.89,True,35.82,180.89,5637.44,29408.84,5637.44,29408.84,97.6,0.02,2.38,80.08,19.92,0.0
WL-y4-v4-r4,bf_qcv_045,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_5,5,49,375634.98,1940841.15,368333.58,1902863.5,9.57,50.61,4.05,20.56,170.12,873.23,3286.16,17143.39,0.0,0.0,3286.16,17143.39,3831.57,19890.24,0.0,0.0,0,3,3,35.82,180.89,31.09,156.6,4.73,24.29,368364.67,1903020.11,2,9.57,50.61,True,9.57,50.61,7296.63,37951.71,7296.63,37951.71,98.06,0.0,1.94,86.8,13.2,0.01
WL-y4-v4-r4,bf_sae1006_045,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_1,1,47,396133.88,2015369.05,382001.42,1943627.82,379.26,1888.94,12.91,64.49,163.47,830.73,8055.09,40816.15,0.0,0.0,8055.09,40816.15,3728.39,18989.98,1793.25,9150.47,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,382001.42,1943627.82,5,2172.51,11039.41,True,2172.51,11039.41,11959.86,60701.35,11959.86,60701.35,96.43,0.55,3.02,0.0,0.0,0.0
WL-y4-v4-r4,bf_sae1006_045,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_2,2,48,396455.72,2022998.42,382190.59,1950490.12,1136.84,5649.13,13.63,68.15,164.05,835.4,8250.37,42059.77,0.0,0.0,8250.37,42059.77,3919.83,20034.78,780.38,3860.89,1,5,5,2172.51,11039.41,2126.1,10803.32,46.41,236.09,384316.69,1961293.44,6,1917.22,9510.02,True,1917.22,9510.02,12394.29,63234.19,12394.29,63234.19,96.4,0.48,3.11,97.86,2.14,0.55
WL-y4-v4-r4,bf_sae1006_045,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_3,3,54,439572.09,2247433.46,425946.9,2177815.57,1282.85,6351.31,6.38,31.93,181.87,928.04,7785.77,39939.82,0.0,0.0,7785.77,39939.82,4368.24,22366.37,0.0,0.0,0,6,6,1917.22,9510.02,1781.18,8836.29,136.04,673.73,427728.08,2186651.86,6,1282.86,6351.36,True,1282.85,6351.31,12478.3,63939.89,12478.3,63939.89,96.9,0.29,2.81,92.9,7.1,0.42
WL-y4-v4-r4,bf_sae1006_045,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_4,4,37,301850.21,1540358.95,289057.56,1475203.12,1235.41,6130.95,0.49,2.48,127.71,650.52,5355.12,27357.87,0.0,0.0,5355.12,27357.87,2891.69,14775.94,3182.15,16237.65,1,6,6,1282.86,6351.36,1262.85,6251.99,20.01,99.37,290320.41,1481455.11,6,4417.56,22368.61,True,4417.56,22368.6,8395.02,42886.18,8395.02,42886.18,95.76,1.46,2.77,98.44,1.56,0.43
WL-y4-v4-r4,bf_sae1006_045,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_5,5,59,484488.03,2478539.3,468168.32,2395340.21,2719.64,13466.2,14.79,74.59,197.4,1008.08,8529.95,43761.07,0.0,0.0,8529.95,43761.07,4857.8,24888.48,0.0,0.0,0,6,6,4417.56,22368.61,4281.38,21686.51,136.18,682.1,472449.7,2417026.72,4,2719.64,13466.2,True,2719.64,13466.2,13736.12,70414.32,13736.12,70414.32,96.63,0.56,2.81,96.92,3.08,0.91
WL-y4-v4-r4,bf_sae1006_050,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_1,1,4,34397.98,177663.5,27000.0,139453.38,9.5,49.07,0.0,0.0,16.84,86.98,3069.0,15851.2,3069.0,15851.2,0.0,0.0,252.9,1306.21,4049.74,20916.66,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27000.0,139453.38,7,7128.24,36816.93,True,7128.24,36816.93,269.74,1393.19,269.74,1393.19,78.49,20.72,0.78,0.0,0.0,0.0
WL-y4-v4-r4,bf_sae1006_050,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_2,2,3,25477.17,131588.05,19247.9,99414.25,677.49,3499.2,0.0,0.0,12.66,65.39,2215.34,11442.1,2215.34,11442.1,0.0,0.0,186.16,961.51,3137.62,16205.62,2,7,7,7128.24,36816.93,6629.16,34239.21,499.08,2577.72,25877.06,133653.46,6,6030.45,31146.91,True,6030.45,31146.92,697.9,3604.62,697.9,3604.62,75.55,23.67,0.78,93.0,7.0,25.62
WL-y4-v4-r4,bf_sae1006_050,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_3,3,3,25477.17,131588.05,23714.55,122484.23,467.47,2414.45,0.0,0.0,13.48,69.62,1069.37,5523.23,882.91,4560.18,186.46,963.05,212.3,1096.52,0.0,0.0,0,6,6,6030.45,31146.91,5705.49,29468.51,324.96,1678.4,29420.04,151952.74,3,1350.38,6974.63,True,1350.38,6974.63,737.2,3807.59,737.2,3807.59,93.08,5.3,1.62,94.61,5.39,19.39
WL-y4-v4-r4,bf_sae1006_050,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_4,4,3,25477.17,131588.05,22326.29,115313.95,347.36,1794.09,0.0,0.0,12.62,65.18,2578.59,13318.26,2578.59,13318.26,0.0,0.0,212.3,1096.52,0.0,0.0,0,3,3,1350.38,6974.63,1247.69,6444.24,102.69,530.39,23573.98,121758.19,5,2925.95,15112.36,True,2925.95,15112.35,327.61,1692.09,327.61,1692.09,87.63,11.48,0.88,92.4,7.6,5.29
WL-y4-v4-r4,bf_sae1006_050,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_5,5,4,36438.14,188200.81,34427.07,177813.75,1278.97,6605.8,0.0,0.0,18.52,95.65,409.93,2117.26,0.0,0.0,409.93,2117.26,303.64,1568.28,0.0,0.0,0,5,5,2925.95,15112.36,2583.87,13345.53,342.08,1766.82,37010.94,191159.28,5,1278.96,6605.75,True,1278.97,6605.8,1074.17,5548.01,1074.17,5548.01,94.48,3.51,2.01,88.31,11.69,6.98
WL-y4-v4-r4,bz_nbr7008_043,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_1,1,18,152534.04,874419.56,141553.72,811243.62,2989.51,17338.09,20.75,114.26,59.37,340.0,6429.96,36920.73,1473.02,8756.06,4956.94,28164.67,1480.68,8462.57,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,141553.72,811243.62,7,4462.53,26094.15,True,4462.53,26094.15,6517.74,37081.5,6517.74,37081.5,92.8,2.93,4.27,0.0,0.0,0.0
WL-y4-v4-r4,bz_nbr7008_043,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_2,2,18,137397.64,796389.91,127874.85,741101.48,1125.11,6385.03,18.87,109.83,62.35,361.65,7050.54,41130.35,0.0,0.0,7050.54,41130.35,1265.88,7301.34,0.0,0.0,0,7,7,4462.53,26094.15,3852.64,22469.92,609.89,3624.23,131727.49,763571.4,7,1125.12,6385.09,True,1125.11,6385.03,9007.53,52527.4,9007.53,52527.4,93.07,0.82,6.11,86.33,13.67,2.92
WL-y4-v4-r4,bz_nbr7008_043,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_3,3,19,155712.6,893922.88,143405.74,822615.32,1088.65,6110.86,9.41,54.03,64.12,368.76,6490.13,37446.77,0.0,0.0,6490.13,37446.77,1467.33,8381.4,3187.16,18945.4,1,7,7,1125.12,6385.09,1112.7,6313.41,12.42,71.67,144518.44,828928.73,9,4275.81,25056.26,True,4275.81,25056.26,8043.41,46322.63,8043.41,46322.63,92.1,2.75,5.16,98.9,1.1,0.77
WL-y4-v4-r4,bz_nbr7008_043,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_4,4,15,119491.08,689904.93,109909.47,634492.66,2521.47,14484.59,0.0,0.0,51.22,295.61,4754.95,27446.9,0.0,0.0,4754.95,27446.9,1119.69,6442.68,1134.24,6742.25,1,9,9,4275.81,25056.26,4200.39,24613.24,75.42,443.02,114109.86,659105.89,9,3655.71,21226.84,True,3655.71,21226.84,6001.28,34628.21,6001.28,34628.21,91.98,3.06,4.96,98.24,1.76,3.68
WL-y4-v4-r4,bz_nbr7008_043,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_5,5,23,190699.24,1093588.73,177138.56,1016508.31,2155.44,12311.64,0.0,0.0,76.67,440.23,7773.63,44441.62,559.91,3060.03,7213.72,41381.59,1824.0,10426.96,1730.91,9459.8,1,9,9,3655.71,21226.84,3450.57,20036.01,205.14,1190.84,180589.13,1036544.32,9,4446.26,24831.48,True,4446.26,24831.47,9319.53,53439.62,9319.53,53439.62,92.89,2.33,4.78,94.39,5.61,1.91
WL-y4-v4-r4,bz_nbr7008_075,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_1,1,6,40203.19,215298.54,35966.98,192612.53,682.21,3653.41,0.0,0.0,33.55,179.67,1644.04,8804.26,1617.79,8663.69,26.25,140.58,387.15,2073.29,1489.29,7975.54,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,35966.98,192612.53,11,3789.29,20292.63,True,3789.29,20292.64,446.95,2393.54,446.95,2393.54,89.46,9.43,1.11,0.0,0.0,0.0
WL-y4-v4-r4,bz_nbr7008_075,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_2,2,5,33434.19,179048.78,28652.74,153442.87,0.0,0.0,6.2,33.2,27.87,149.25,1167.19,6250.61,1137.9,6093.75,29.29,156.86,301.56,1614.93,3278.61,17557.81,2,11,11,3789.29,20292.63,2446.89,13103.73,1342.4,7188.9,31099.63,166546.6,5,4416.51,23651.56,True,4416.51,23651.56,1707.32,9143.14,1707.32,9143.14,85.7,13.21,1.09,64.57,35.43,7.87
WL-y4-v4-r4,bz_nbr7008_075,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_3,3,5,34980.67,187330.58,32729.34,175274.13,591.79,3169.19,6.97,37.33,28.1,150.48,1274.64,6826.03,1244.95,6667.03,29.69,159.0,349.81,1873.32,0.0,0.0,0,5,5,4416.51,23651.56,3611.0,19337.84,805.51,4313.72,36340.34,194611.97,6,1836.74,9836.22,True,1836.74,9836.22,1220.08,6533.85,1220.08,6533.85,93.56,5.25,1.19,81.76,18.24,9.94
WL-y4-v4-r4,bz_nbr7008_075,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_4,4,5,33630.39,180099.48,28091.37,150436.59,3216.68,17226.16,0.0,0.0,27.61,147.86,1958.42,10487.85,1939.8,10388.13,18.62,99.71,336.31,1801.03,0.0,0.0,0,6,6,1836.74,9836.22,1155.05,6185.59,681.69,3650.63,29246.42,156622.18,7,5156.48,27614.29,True,5156.48,27614.29,1064.23,5699.23,1064.23,5699.23,83.53,15.33,1.14,62.89,37.11,3.95
WL-y4-v4-r4,bz_nbr7008_075,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_5,5,6,42987.96,230211.7,37570.96,201202.26,3388.31,18145.28,0.0,0.0,33.71,180.53,1565.1,8381.52,1527.65,8180.96,37.45,200.55,429.88,2302.12,0.0,0.0,0,7,7,5156.48,27614.29,4074.92,21822.26,1081.56,5792.04,41645.88,223024.52,6,4915.96,26326.24,True,4915.96,26326.24,1582.6,8475.24,1582.6,8475.24,87.4,11.44,1.17,79.03,20.97,9.78
WL-y4-v4-r4,bz_nbr7008_095,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_1,1,6,56463.16,305604.03,54118.12,292911.62,746.55,4040.66,0.0,0.0,43.56,235.77,990.28,5359.84,0.0,0.0,990.28,5359.84,564.64,3056.09,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,54118.12,292911.62,4,746.55,4040.66,True,746.55,4040.66,1598.48,8651.7,1598.48,8651.7,95.85,1.32,2.83,0.0,0.0,0.0
WL-y4-v4-r4,bz_nbr7008_095,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_2,2,6,56058.86,303415.78,51007.31,276074.52,251.94,1363.61,0.0,0.0,43.56,235.77,951.34,5149.08,0.0,0.0,951.34,5149.08,527.82,2856.8,3276.87,17735.9,2,4,4,746.55,4040.66,737.62,3992.33,8.93,48.33,51744.93,280066.85,4,3528.81,19099.51,True,3528.81,19099.51,1531.65,8289.98,1531.65,8289.98,90.99,6.29,2.72,98.8,1.2,1.43
WL-y4-v4-r4,bz_nbr7008_095,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_3,3,7,66163.44,358106.31,62310.37,337251.76,1068.71,5784.34,0.0,0.0,50.17,271.54,2072.53,11217.46,1455.04,7875.33,617.49,3342.13,661.64,3581.09,0.0,0.0,0,4,4,3528.81,19099.51,3468.26,18771.78,60.55,327.72,65778.63,356023.55,4,2523.75,13659.67,True,2523.75,13659.67,1389.85,7522.48,1389.85,7522.48,94.18,3.81,2.01,98.28,1.72,5.27
WL-y4-v4-r4,bz_nbr7008_095,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_4,4,5,47012.83,254454.59,45158.08,244415.85,697.0,3772.48,0.0,0.0,36.46,197.34,651.16,3524.37,0.0,0.0,651.16,3524.37,470.14,2544.61,0.0,0.0,0,4,4,2523.75,13659.67,2053.93,11116.79,469.82,2542.88,47212.01,255532.64,7,697.01,3772.53,True,697.0,3772.48,1627.58,8809.2,1627.58,8809.2,96.05,1.48,2.46,81.38,18.62,4.35
WL-y4-v4-r4,bz_nbr7008_095,weighted_loss,retail_y_4__retail_v_4__rolled_leftover_4,4,4,4,period_5,5,6,62196.57,336635.83,59820.18,323773.73,642.43,3477.12,0.0,0.0,43.56,235.77,1068.42,5782.77,0.0,0.0,1068.42,5782.77,621.96,3366.33,0.0,0.0,0,7,7,697.01,3772.53,680.07,3680.84,16.94,91.69,60500.25,327454.58,3,642.44,3477.17,True,642.43,3477.12,1750.88,9476.56,1750.88,9476.56,96.18,1.03,2.79,97.57,2.43,1.12
